Title; Author; Year; Original_line
Не видно птиц…; Иван Бунин; 1889; Грибы сошли, но крепко пахнет
Не видно птиц…; Иван Бунин; 1889; В оврагах сыростью грибной.
Троица; Иван Бунин; 1893; Гудящий благовест к молитве призывает,
Троица; Иван Бунин; 1893; На солнечных лучах над нивами звенит,
Троица; Иван Бунин; 1893; Даль заливных лугов в лазури утопает,
Троица; Иван Бунин; 1893; И речка на лугах сверкает и горит.
Родине; Иван Бунин; 1891; Они глумятся над тобою,
Родине; Иван Бунин; 1891; Они, о родина, корят
Родине; Иван Бунин; 1891; Тебя твоею простотою,
Родине; Иван Бунин; 1891; Убогим видом черных хат… Так сын, спокойный и нахальный,
Родине; Иван Бунин; 1891; Усталой, робкой и печальной
Родине; Иван Бунин; 1891; Средь городских его друзей, Глядит с улыбкой состраданья
Родине; Иван Бунин; 1891; На ту, кто сотни верст брела
Родине; Иван Бунин; 1891; И для него, ко дню свиданья,
Родине; Иван Бунин; 1891; Последний грошик берегла.
Крещенская ночь; Иван Бунин; Год написания не известен; Темный ельник снегами, как мехом,
Крещенская ночь; Иван Бунин; Год написания не известен; Опушили седые морозы,
Крещенская ночь; Иван Бунин; Год написания не известен; В блестках инея, точно в алмазах,
Крещенская ночь; Иван Бунин; Год написания не известен; Задремали, склонившись, березы.
Собака; Иван Бунин; 1909; Мечтай, мечтай. Все уже и тусклей
Собака; Иван Бунин; 1909; Ты смотришь золотистыми глазами
Собака; Иван Бунин; 1909; На вьюжный двор, на снег, прилипший к раме,
Собака; Иван Бунин; 1909; На метлы гулких, дымных тополей.
Полевые цветы; Иван Бунин; 1887; В блеске огней, за зеркальными стеклами,
Полевые цветы; Иван Бунин; 1887; Пышно цветут дорогие цветы,
Полевые цветы; Иван Бунин; 1887; Нежны и сладки их тонкие запахи,
Полевые цветы; Иван Бунин; 1887; Листья и стебли полны красоты.
И цветы, и шмели, и трава, и колосья…; Иван Бунин; 1918; И цветы, и шмели, и трава, и колосья,
И цветы, и шмели, и трава, и колосья…; Иван Бунин; 1918; Срок настанет — господь сына блудного спросит:
И цветы, и шмели, и трава, и колосья…; Иван Бунин; 1918; Был ли счастлив ты в жизни земной?
Бледнеет ночь…; Иван Бунин; 1888; Бледнеет ночь… Туманов пелена
Бледнеет ночь…; Иван Бунин; 1888; В лощинах и лугах становится белее,
Бледнеет ночь…; Иван Бунин; 1888; Звучнее лес, безжизненней луна
Бледнеет ночь…; Иван Бунин; 1888; И серебро росы на стеклах холоднее.
Мы встретились случайно, на углу…; Иван Бунин; 1905; Мы встретились случайно, на углу.
Мы встретились случайно, на углу…; Иван Бунин; 1905; Я быстро шел — и вдруг как свет зарницы
Мы встретились случайно, на углу…; Иван Бунин; 1905; Вечернюю прорезал полумглу
Мы встретились случайно, на углу…; Иван Бунин; 1905; Сквозь черные лучистые ресницы.
Зачем и о чем говорить?..; Иван Бунин; 1889; …Зачем и о чем говорить?
Зачем и о чем говорить?..; Иван Бунин; 1889; Всю душу, с любовью, с мечтами,
Зачем и о чем говорить?..; Иван Бунин; 1889; И чем же? — одними словами!
Осень; Иван Бунин; 1905; Осень. Чащи леса.
Осень; Иван Бунин; 1905; Мох сухих болот.
Осень; Иван Бунин; 1905; Озеро белесо.
Осень; Иван Бунин; 1905; Бледен небосвод.
Осень; Иван Бунин; 1905; Отцвели кувшинки,
Осень; Иван Бунин; 1905; И шафран отцвел.
Осень; Иван Бунин; 1905; Выбиты тропинки,
Осень; Иван Бунин; 1905; Лес и пуст, и гол.
Осень; Иван Бунин; 1905; Только ты красива,
Осень; Иван Бунин; 1905; Хоть давно суха,
Осень; Иван Бунин; 1905; В кочках у залива
Осень; Иван Бунин; 1905; Старая ольха.
Осень; Иван Бунин; 1905; Женственно глядишься
Осень; Иван Бунин; 1905; И засеребришься
Осень; Иван Бунин; 1905; Прежде всех к весне.
Гаснет вечер, даль синеет…; Иван Бунин; 1892; Гаснет вечер, даль синеет,
Гаснет вечер, даль синеет…; Иван Бунин; 1892; Солнышко садится,
Гаснет вечер, даль синеет…; Иван Бунин; 1892; Степь да степь кругом — и всюду
Гаснет вечер, даль синеет…; Иван Бунин; 1892; Нива колосится!
Гаснет вечер, даль синеет…; Иван Бунин; 1892; Пахнет медом, зацветает
Гаснет вечер, даль синеет…; Иван Бунин; 1892; Звон к вечерне из деревни
Гаснет вечер, даль синеет…; Иван Бунин; 1892; А вдали кукушка в роще
Гаснет вечер, даль синеет…; Иван Бунин; 1892; Счастлив тот, кто на работе
Гаснет вечер, даль синеет…; Иван Бунин; 1892; В поле заночует!
Осыпаются астры в садах…; Иван Бунин; 1888; Осыпаются астры в садах,
Осыпаются астры в садах…; Иван Бунин; 1888; Стройный клен под окошком желтеет,
Осыпаются астры в садах…; Иван Бунин; 1888; И холодный туман на полях
Осыпаются астры в садах…; Иван Бунин; 1888; Целый день неподвижно белеет.
Осыпаются астры в садах…; Иван Бунин; 1888; Ближний лес затихает, и в нем
Осыпаются астры в садах…; Иван Бунин; 1888; Показалися всюду просветы,
Осыпаются астры в садах…; Иван Бунин; 1888; И красив он в уборе своем,
Осыпаются астры в садах…; Иван Бунин; 1888; Золотистой листвою одетый.
Осыпаются астры в садах…; Иван Бунин; 1888; Но под этой сквозною листвой
Осыпаются астры в садах…; Иван Бунин; 1888; Осень веет тоской,
Осыпаются астры в садах…; Иван Бунин; 1888; Осень веет разлукой!
Чужая; Иван Бунин; 1906; Ты чужая, но любишь,
Чужая; Иван Бунин; 1906; Любишь только меня.
Чужая; Иван Бунин; 1906; Ты меня не забудешь
Чужая; Иван Бунин; 1906; До последнего дня.
Поэт; Иван Бунин; 1886; Поэт печальный и суровый,
Поэт; Иван Бунин; 1886; Бедняк, задавленный нуждой,
Поэт; Иван Бунин; 1886; Напрасно нищеты оковы
Поэт; Иван Бунин; 1886; Порвать стремишься ты душой!
И цветы, и шмели, и трава; Иван Бунин; 1918; И цветы, и шмели, и трава, и колосья,
И цветы, и шмели, и трава; Иван Бунин; 1918; Срок настанет — господь сына блудного спросит:
Розы; Иван Бунин; 1903; Блистая, облака лепились
Розы; Иван Бунин; 1903; В лазури пламенного дня.
Розы; Иван Бунин; 1903; Две чаши, полные огня.
Розы; Иван Бунин; 1903; В окно, в прохладный сумрак дома,
Розы; Иван Бунин; 1903; Глядел зеленый знойный сад,
Розы; Иван Бунин; 1903; И сена душная истома
Розы; Иван Бунин; 1903; Струила сладкий аромат.
Розы; Иван Бунин; 1903; Порою, звучный и тяжелый,
Розы; Иван Бунин; 1903; Высоко в небе грохотал
Розы; Иван Бунин; 1903; Громовый гул… Но пели пчелы,
Розы; Иван Бунин; 1903; Звенели мухи — день сиял.
Розы; Иван Бунин; 1903; Порою шумно пробегали
Розы; Иван Бунин; 1903; Но солнце и лазурь мигали
Розы; Иван Бунин; 1903; И день сиял, и млели розы,
Розы; Иван Бунин; 1903; Головки томные клоня,
Розы; Иван Бунин; 1903; И улыбалися сквозь слезы
Розы; Иван Бунин; 1903; Очами, полными огня.
Метель; Иван Бунин; Год написания не известен; Ночью в полях, под напевы метели,
Метель; Иван Бунин; Год написания не известен; Мнится мне ночью: меж белых берез
Метель; Иван Бунин; Год написания не известен; Бродит в туманном сиянье Мороз.
Аленушка; Иван Бунин; 1916; Аленушка в лесу жила,
Аленушка; Иван Бунин; 1916; Аленушка смугла была,
Аленушка; Иван Бунин; 1916; Глаза у ней горячие,
Аленушка; Иван Бунин; 1916; Блескучие, стоячие.
Аленушка; Иван Бунин; 1916; Мала, мала Аленушка,
Аленушка; Иван Бунин; 1916; А пьет с отцом — до донушка.
Аленушка; Иван Бунин; 1916; Пошла она в леса гулять,
Аленушка; Иван Бунин; 1916; Дружка искать, в кустах вилять,
Аленушка; Иван Бунин; 1916; Да кто ж в лесу встречается?
Аленушка; Иван Бунин; 1916; Одна сосна качается!
Аленушка; Иван Бунин; 1916; Аленушка соскучилась,
Аленушка; Иван Бунин; 1916; Безделием измучилась,
Аленушка; Иван Бунин; 1916; Зажгла она большой костер,
Аленушка; Иван Бунин; 1916; А в сушь огонь куда востер!
Аленушка; Иван Бунин; 1916; Сожгла леса Аленушка
Аленушка; Иван Бунин; 1916; На тыщу верст, до пёнушка,
Аленушка; Иван Бунин; 1916; Доныне не узналося!
Мы рядом шли; Иван Бунин; 1917; Мы рядом шли, но на меня
Мы рядом шли; Иван Бунин; 1917; Уже взглянуть ты не решалась,
Мы рядом шли; Иван Бунин; 1917; И в ветре мартовского дня
Мы рядом шли; Иван Бунин; 1917; Пустая наша речь терялась.
Сумерки; Иван Бунин; 1900; Всё — словно в полусне. Над серою водою
Сумерки; Иван Бунин; 1900; Сползает с гор туман, холодный и густой,
Сумерки; Иван Бунин; 1900; Под ним гудит прибой, зловеще расстилаясь,
Сумерки; Иван Бунин; 1900; А темных голых скал прибрежная стена,
Сумерки; Иван Бунин; 1900; В дымящийся туман погружена,
Сумерки; Иван Бунин; 1900; Лениво курится, во мгле небес теряясь.Суров и дик ее могучий вид!
Сумерки; Иван Бунин; 1900; Под шум и гул морской она в дыму стоит,
Сумерки; Иван Бунин; 1900; Как неугасший жертвенник титанов,
Сумерки; Иван Бунин; 1900; И Ночь, спускаясь с гор, вступает точно в храм,
Сумерки; Иван Бунин; 1900; Где мрачный хор поет в седых клубах туманов
Сумерки; Иван Бунин; 1900; Торжественный хорал неведомым богам.
Я к ней вошел в полночный час…; Иван Бунин; 1898; Я к ней вошел в полночный час.
Я к ней вошел в полночный час…; Иван Бунин; 1898; Она спала, — луна сияла
Я к ней вошел в полночный час…; Иван Бунин; 1898; В ее окно, — и одеяла
Я к ней вошел в полночный час…; Иван Бунин; 1898; Светился спущенный атлас.
Ночь; Иван Бунин; 1901; Ледяная ночь, мистраль,
Ночь; Иван Бунин; 1901; (Он еще не стих).
Ночь; Иван Бунин; 1901; Вижу в окна блеск и даль
Ночь; Иван Бунин; 1901; Гор, холмов нагих.
Ночь; Иван Бунин; 1901; Золотой недвижный свет
Ночь; Иван Бунин; 1901; До постели лег.
Ночь; Иван Бунин; 1901; Никого в подлунной нет,
Ночь; Иван Бунин; 1901; Только я да Бог.
Ночь; Иван Бунин; 1901; Знает только Он мою
Ночь; Иван Бунин; 1901; Мертвую печаль,
Ночь; Иван Бунин; 1901; Холод, блеск, мистраль.
Седое небо надо мной…; Иван Бунин; 1889; Седое небо надо мной
Седое небо надо мной…; Иван Бунин; 1889; И лес раскрытый, обнаженный.
Седое небо надо мной…; Иван Бунин; 1889; Внизу, вдоль просеки лесной,
Седое небо надо мной…; Иван Бунин; 1889; Чернеет грязь в листве лимонной.
На пруде; Иван Бунин; 1887; Ясным утром на тихом пруде
На пруде; Иван Бунин; 1887; Резво ласточки реют кругом,
На пруде; Иван Бунин; 1887; Опускаются к самой воде,
На пруде; Иван Бунин; 1887; Чуть касаются влаги крылом.
В Москве; Иван Бунин; 1906; Здесь, в старых переулках за Арбатом,
В Москве; Иван Бунин; 1906; Совсем особый город… Вот и март.
В Москве; Иван Бунин; 1906; И холодно и низко в мезонине,
В Москве; Иван Бунин; 1906; Немало крыс, но по ночам — чудесно.
В Москве; Иван Бунин; 1906; Днем — ростепель, капели, греет солнце,
В Москве; Иван Бунин; 1906; А ночью подморозит, станет чисто,
В Москве; Иван Бунин; 1906; Светло — и так похоже на Москву,
В Москве; Иван Бунин; 1906; Старинную, далекую. Усядусь,
В Москве; Иван Бунин; 1906; Огня не зажигая, возле окон,
В Москве; Иван Бунин; 1906; Облитых лунным светом, и смотрю
В Москве; Иван Бунин; 1906; На сад, на звезды редкие… Как нежно
В Москве; Иван Бунин; 1906; Весной ночное небо! Как спокойна
В Москве; Иван Бунин; 1906; Луна весною! Теплятся, как свечи,
В Москве; Иван Бунин; 1906; Кресты на древней церковке. Сквозь ветви
В Москве; Иван Бунин; 1906; В глубоком небе ласково сияют,
В Москве; Иван Бунин; 1906; Как золотые кованые шлемы,
Родник; Иван Бунин; 1891; В глуши лесной, в глуши зеленой,
Родник; Иван Бунин; 1891; Всегда тенистой и сырой,
Родник; Иван Бунин; 1891; В крутом овраге под горой
Родник; Иван Бунин; 1891; Бьет из камней родник студеный: Кипит, играет и спешит,
Родник; Иван Бунин; 1891; Крутясь хрустальными клубами,
Родник; Иван Бунин; 1891; И под ветвистыми дубами
Родник; Иван Бунин; 1891; Стеклом расплавленным бежит.А небеса и лес нагорный
Родник; Иван Бунин; 1891; Глядят, задумавшись в тиши,
Родник; Иван Бунин; 1891; Как в светлой влаге голыши
Родник; Иван Бунин; 1891; Дрожат мозаикой узорной.
В стороне далекой от родного края…; Иван Бунин; 1893; В стороне далекой от родного края
В стороне далекой от родного края…; Иван Бунин; 1893; Снится мне приволье тихих деревень,
В стороне далекой от родного края…; Иван Бунин; 1893; В поле при дороге белая береза,
В стороне далекой от родного края…; Иван Бунин; 1893; Озими да пашни — и апрельский день.
В стороне далекой от родного края…; Иван Бунин; 1893; Ласково синеет утреннее небо,
В стороне далекой от родного края…; Иван Бунин; 1893; Легкой белой зыбью облака плывут,
В стороне далекой от родного края…; Иван Бунин; 1893; Важно грач гуляет за сохой на пашне,
В стороне далекой от родного края…; Иван Бунин; 1893; Пар блестит над пашней… А кругом поют
В стороне далекой от родного края…; Иван Бунин; 1893; Жаворонки в ясной вышине воздушной
В стороне далекой от родного края…; Иван Бунин; 1893; И на землю с неба звонко трели льют.
Октябрьский рассвет; Иван Бунин; 1887; Ночь побледнела, и месяц садится
Октябрьский рассвет; Иван Бунин; 1887; За реку красным серпом.
Октябрьский рассвет; Иван Бунин; 1887; Сонный туман на лугах серебрится,
Октябрьский рассвет; Иван Бунин; 1887; Черный камыш отсырел и дымится,
Октябрьский рассвет; Иван Бунин; 1887; Ветер шуршит камышом.
Октябрьский рассвет; Иван Бунин; 1887; Тишь на деревне. В часовне лампада
Октябрьский рассвет; Иван Бунин; 1887; Меркнет, устало горя.
Октябрьский рассвет; Иван Бунин; 1887; В трепетный сумрак озябшего сада
Октябрьский рассвет; Иван Бунин; 1887; Медленно рдеет заря.
Призраки; Иван Бунин; 1905; Нет, мертвые не умерли для нас!
Призраки; Иван Бунин; 1905; Есть старое шотландское преданье,
Призраки; Иван Бунин; 1905; Что тени их, незримые для глаз,
Призраки; Иван Бунин; 1905; В полночный час к нам ходят на свиданье, Что пыльных арф, висящих на стенах,
Призраки; Иван Бунин; 1905; Таинственно касаются их руки
Призраки; Иван Бунин; 1905; И пробуждают в дремлющих струнах
Призраки; Иван Бунин; 1905; Печальные и сладостные звуки.Мы сказками предания зовем,
Призраки; Иван Бунин; 1905; Мы глухи днем, мы дня не понимаем,
Призраки; Иван Бунин; 1905; Но в сумраке мы сказками живем
Призраки; Иван Бунин; 1905; И тишине доверчиво внимаем.Мы в призраки не верим, но и нас
Призраки; Иван Бунин; 1905; Я им внимал, я слышал их не раз,
Призраки; Иван Бунин; 1905; Те грустные и сладостные звуки!
Еще и холоден и сыр…; Иван Бунин; 1901; Еще и холоден и сыр
Еще и холоден и сыр…; Иван Бунин; 1901; Февральский воздух, но над садом
Еще и холоден и сыр…; Иван Бунин; 1901; Уж смотрит небо ясным взглядом,
Еще и холоден и сыр…; Иван Бунин; 1901; И молодеет Божий мир.
Высоко полный месяц стоит…; Иван Бунин; 1887; Высоко полный месяц стоит
Высоко полный месяц стоит…; Иван Бунин; 1887; В небесах над туманной землей,
Высоко полный месяц стоит…; Иван Бунин; 1887; Бледным светом луга серебрит,
Высоко полный месяц стоит…; Иван Бунин; 1887; Напоенные белою мглой.
Песня; Иван Бунин; 1909; Зацвела на воле
Песня; Иван Бунин; 1909; В поле бирюза.
Песня; Иван Бунин; 1909; Да не смотрят в душу
Песня; Иван Бунин; 1909; Милые глаза.Помню, помню нежный,
Песня; Иван Бунин; 1909; Безмятежный лен.
Песня; Иван Бунин; 1909; Да далеко где-то
Песня; Иван Бунин; 1909; Зацветает он.Помню, помню чистый
Песня; Иван Бунин; 1909; И лучистый взгляд.
Песня; Иван Бунин; 1909; Да поднять ресницы
Песня; Иван Бунин; 1909; Люди не велят.
За всё тебя, Господь, благодарю!..; Иван Бунин; 1901; За всё тебя, Господь, благодарю!
За всё тебя, Господь, благодарю!..; Иван Бунин; 1901; Ты, после дня тревоги и печали,
За всё тебя, Господь, благодарю!..; Иван Бунин; 1901; Даруешь мне вечернюю зарю,
За всё тебя, Господь, благодарю!..; Иван Бунин; 1901; Простор полей и кротость синей дали.
Ангел; Иван Бунин; 1891; В вечерний час, над степью мирной,
Ангел; Иван Бунин; 1891; Когда закат над ней сиял,
Ангел; Иван Бунин; 1891; Среди небес, стезей эфирной,
Ангел; Иван Бунин; 1891; Вечерний ангел пролетал.
Снова сон, пленительный и сладкий…; Иван Бунин; 1898; Снова сон, пленительный и сладкий,
Снова сон, пленительный и сладкий…; Иван Бунин; 1898; Снится мне и радостью пьянит, -
Снова сон, пленительный и сладкий…; Иван Бунин; 1898; Милый взор зовет меня украдкой,
Снова сон, пленительный и сладкий…; Иван Бунин; 1898; Ласковой улыбкою манит.
Все лес и лес; Иван Бунин; 1899; Всё лес и лес. А день темнеет,
Все лес и лес; Иван Бунин; 1899; Низы синеют, и трава
Все лес и лес; Иван Бунин; 1899; Проснулась серая сова.
Христос воскрес; Иван Бунин; 1896; Христос воскрес! Опять с зарею
Христос воскрес; Иван Бунин; 1896; Редеет долгой ночи тень,
Христос воскрес; Иван Бунин; 1896; Опять зажегся над землею
Христос воскрес; Иван Бунин; 1896; Для новой жизни новый день.
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; Печаль ресниц, сияющих и черных,
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; Алмазы слез, обильных, непокорных,
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; И вновь огонь небесных глаз,
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; Счастливых, радостных, смиренных, -
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; Все помню я… Но нет уж в мире нас,
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; Когда-то юных и блаженных!
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; Откуда же являешься ты мне?
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; Зачем же воскресаешь ты во сне,
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; Несрочной прелестью сияя,
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; И дивно повторяется восторг,
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; Та встреча, краткая, земная,
Печаль ресниц, сияющих и черных…; Иван Бунин; 1906; Что Бог нам дал и тотчас вновь расторг?
Джордано Бруно; Иван Бунин; 1906; Вот мир людей. Живите во Вселенной.
Джордано Бруно; Иван Бунин; 1906; Земля — вертеп обмана, лжи и зла.
Джордано Бруно; Иван Бунин; 1906; Живите красотою неизменной.
Нет солнца, но светлы пруды…; Иван Бунин; 1899; Нет солнца, но светлы пруды,
Нет солнца, но светлы пруды…; Иван Бунин; 1899; Стоят зеркалами литыми,
Нет солнца, но светлы пруды…; Иван Бунин; 1899; И чаши недвижной воды
Нет солнца, но светлы пруды…; Иван Бунин; 1899; Совсем бы казались пустыми,
Нет солнца, но светлы пруды…; Иван Бунин; 1899; Но в них отразились сады.
Шире, грудь, распахнись для принятия; Иван Бунин; Год написания не известен; Шире, грудь, распахнись для принятия
Шире, грудь, распахнись для принятия; Иван Бунин; Год написания не известен; Чувств весенних — минутных гостей!
Шире, грудь, распахнись для принятия; Иван Бунин; Год написания не известен; Ты раскрой мне, природа, объятия,
Шире, грудь, распахнись для принятия; Иван Бунин; Год написания не известен; Чтоб я слился с красою твоей! Ты, высокое небо, далекое,
Шире, грудь, распахнись для принятия; Иван Бунин; Год написания не известен; Беспредельный простор голубой!
Шире, грудь, распахнись для принятия; Иван Бунин; Год написания не известен; Ты, зеленое поле широкое!
Шире, грудь, распахнись для принятия; Иван Бунин; Год написания не известен; Только к вам я стремлюся душой!
Осень листья темной краской метит…; Иван Бунин; 1905; Осень листья темной краской метит:
Осень листья темной краской метит…; Иван Бунин; 1905; не уйти им от своей судьбы!
Осень листья темной краской метит…; Иван Бунин; 1905; Но светло и нежно небо светит
Осень листья темной краской метит…; Иван Бунин; 1905; сквозь нагие черные дубы,
Ветер осенний в лесах подымается…; Иван Бунин; 1898; Ветер осенний в лесах подымается,
Ветер осенний в лесах подымается…; Иван Бунин; 1898; Шумно по чащам идёт,
Ветер осенний в лесах подымается…; Иван Бунин; 1898; Мертвые листья срывает и весело
Ветер осенний в лесах подымается…; Иван Бунин; 1898; В бешеной пляске несет.
После половодья; Иван Бунин; 1900; Прошли дожди, апрель теплеет,
После половодья; Иван Бунин; 1900; Всю ночь — туман, а поутру
После половодья; Иван Бунин; 1900; Весенний воздух точно млеет
После половодья; Иван Бунин; 1900; И мягкой дымкою синеет
После половодья; Иван Бунин; 1900; В далеких просеках в бору.
Осень. Чащи леса…; Иван Бунин; 1893; Осень. Чащи леса.
Осень. Чащи леса…; Иван Бунин; 1893; Мох сухих болот.
Осень. Чащи леса…; Иван Бунин; 1893; Озеро белесо.
Осень. Чащи леса…; Иван Бунин; 1893; Бледен небосвод.
За рекой луга зазеленели…; Иван Бунин; 1893; За рекой луга зазеленели,
За рекой луга зазеленели…; Иван Бунин; 1893; Веет легкой свежестью воды,
За рекой луга зазеленели…; Иван Бунин; 1893; Веселей по рощам зазвенели
За рекой луга зазеленели…; Иван Бунин; 1893; Песни птиц на разные лады.
Счастлив я, когда ты голубые…; Иван Бунин; 1896; Счастлив я, когда ты голубые
Счастлив я, когда ты голубые…; Иван Бунин; 1896; Очи поднимаешь на меня:
Счастлив я, когда ты голубые…; Иван Бунин; 1896; Светят в них надежды молодые -
Счастлив я, когда ты голубые…; Иван Бунин; 1896; Небеса безоблачного дня.
В горах; Иван Бунин; 1916; Поэзия темна, в словах невыразима:
В горах; Иван Бунин; 1916; Как взволновал меня вот этот дикий скат.
В горах; Иван Бунин; 1916; Пустой кремнистый дол, загон овечьих стад,
В горах; Иван Бунин; 1916; Пастушеский костер и горький запах дыма! Тревогой странною и радостью томимо,
В горах; Иван Бунин; 1916; Дым на меня пахнул, как сладкий аромат,
В горах; Иван Бунин; 1916; И с завистью, с тоской я проезжаю мимо.Поэзия не в том, совсем не в том, что свет
В горах; Иван Бунин; 1916; Поэзией зовет. Она в моем наследстве.
В горах; Иван Бунин; 1916; Чем я богаче им, тем больше — я поэт.Я говорю себе, почуяв темный след
В горах; Иван Бунин; 1916; Того, что пращур мой воспринял в древнем детстве:
В горах; Иван Бунин; 1916; — Нет в мире разных душ и времени в нем нет!
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; В жарком золоте заката Пирамиды,
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; Вдоль по Нилу, на утеху иностранцам,
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; Шёлком в воду светят парусные лодки
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; И бежит луксорский белый пароход.
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; Это час, когда за Нилом пальмы чётки,
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; И в Каире блещут стёкла алым глянцем,
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; И хедив в ландо катается, и гиды
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; По кофейням отдыхают от господ.А сиреневые дали, — там, на юге,
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; На нубийском диком юге, — мутны, знойны
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; И всё так же миру чужды, заповедны,
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; Как при Хуфу, при Камбизе… Я привёз
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; Лук оттуда и колчан зелёно-медный,
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; Щит из кожи бегемота, дротик стройный,
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; Мех пантеры, сеть заржавленной кольчуги,
В жарком золоте заката Пирамиды; Иван Бунин; Год написания не известен; Но какая мне в них надобность — вопрос.
Звезды ночью весенней нежнее…; Иван Бунин; 1898; Звезды ночью весенней нежнее,
Звезды ночью весенней нежнее…; Иван Бунин; 1898; Я люблю эти темные ночи,
Звезды ночью весенней нежнее…; Иван Бунин; 1898; Эти звезды, и клены, и пруд.
Апрель; Иван Бунин; 1906; Туманный серп, неясный полумрак,
